category,top_keys
焦點,"[('貼圖', 11), ('影片', 9), ('男子', 6), ('條件', 6), ('期限', 6), ('司法', 6), ('官方', 5), ('帳號', 5), ('好友', 5), ('司法院', 5), ('牛隻', 4), ('2022年', 4), ('楊澤祖', 4), ('女方', 4), ('人民', 4), ('飼主', 3), ('連環', 3), ('芒果', 3), ('醜白兔', 3), ('嬰兒', 3), ('警方', 3), ('男嬰', 3), ('兒子', 3), ('楊男', 3), ('被害人', 3), ('制度', 3), ('高嘉瑜', 3), ('會議', 3), ('意見', 3), ('事實', 3), ('法律', 3), ('機車', 2), ('花蓮', 2), ('車道', 2), ('疑因', 2), ('視線', 2), ('馬路', 2), ('民眾', 2), ('省道', 2), ('保麗淨', 2), ('虎哩', 2), ('松果', 2), ('麻糬', 2), ('生活', 2), ('市集', 2), ('劉伯伯', 2), ('漢堡', 2), ('台南', 2), ('虐嬰', 2), ('臉書', 2), ('生命', 2), ('法院', 2), ('程序', 2), ('社會局', 2), ('孩子', 2), ('傷害', 2), ('台南市', 2), ('案件', 2), ('行為', 2), ('性愛', 2), ('地院', 2), ('法官', 2), ('少年', 2), ('刑事', 2), ('草案', 2), ('民進黨', 2), ('立委', 2), ('國是', 2), ('目標', 2), ('行政院', 2), ('金字塔型', 2), ('各界', 2), ('裁判', 2), ('情形', 2), ('權益', 2), ('陳姓', 1), ('壽豐台', 1), ('警消', 1), ('現場', 1), ('台11', 1), ('力道', 1), ('花蓮縣', 1), ('消防局', 1), ('救護車', 1), ('心肺', 1), ('復甦術', 1), ('慈濟', 1), ('醫院', 1), ('吉安', 1), ('警分局', 1), ('黃姓', 1), ('筆錄', 1), ('台11線', 1), ('車禍', 1), ('人員', 1), ('死傷', 1), ('花蓮縣政府', 1), ('耳標', 1), ('罰鍰', 1), ('牛群', 1), ('責任', 1), ('用戶', 1), ('品牌', 1), ('文字', 1), ('圖案', 1), ('角色', 1), ('大咖', 1), ('爆款', 1), ('泡有', 1), ('媽媽', 1), ('資料庫', 1), ('啾波', 1), ('任務', 1), ('禮藍動保', 1), ('禮物', 1), ('丹丹', 1), ('新品', 1), ('當家', 1), ('火焰', 1), ('餃子', 1), ('麥當勞', 1), ('\u3000網', 1), ('超商', 1), ('咖啡', 1), ('半價', 1), ('事件', 1), ('網友', 1), ('社團', 1), ('新營人', 1), ('赤膊', 1), ('拳頭', 1), ('毛巾', 1), ('腹部', 1), ('意思', 1), ('手指', 1), ('腳底板', 1), ('時間', 1), ('父親', 1), ('犯嫌', 1), ('謝姓', 1), ('案母', 1), ('外祖母', 1), ('留言', 1), ('新營區', 1), ('民宅', 1), ('胸部', 1), ('瘀青', 1), ('男童', 1), ('阿嬤', 1), ('小孩子', 1), ('狀況', 1), ('po文', 1), ('機關', 1), ('臺南', 1), ('市長', 1), ('黃偉哲', 1), ('警局長', 1), ('方仰寧', 1), ('家庭', 1), ('暴力', 1), ('刑法', 1), ('虐童', 1), ('謝嫌', 1), ('地檢署', 1), ('新營', 1), ('分局', 1), ('社工', 1), ('幼女', 1), ('保護令', 1), ('祖父母', 1), ('外婆', 1), ('台北市', 1), ('前議員', 1), ('楊實秋', 1), ('高中', 1), ('女生', 1), ('台北', 1), ('電子', 1), ('訊號', 1), ('有期徒刑', 1), ('2018年', 1), ('軟體', 1), ('高中生', 1), ('禁果', 1), ('手機', 1), ('雲端', 1), ('兒童', 1), ('條例', 1), ('身心', 1), ('兩性', 1), ('年紀', 1), ('過錯', 1), ('金字塔', 1), ('許智傑', 1), ('蔡易餘', 1), ('司改', 1), ('選案權', 1), ('上訴權', 1), ('結構', 1), ('結論', 1)]"
要聞,"[('顏清標', 21), ('垃圾', 18), ('疫情', 12), ('鎮瀾宮', 9), ('考生', 9), ('政府', 8), ('措施', 8), ('國內', 8), ('董事長', 7), ('地方', 7), ('環保署', 7), ('症狀', 7), ('居家', 7), ('活動', 6), ('政治', 6), ('方式', 6), ('河川', 6), ('邊境', 6), ('保護令', 6), ('法院', 6), ('詹長權', 6), ('大甲', 5), ('選舉', 5), ('環境', 5), ('階段', 5), ('中醫', 5), ('招聯會', 5), ('本土', 5), ('陰性', 5), ('大甲媽', 4), ('工作', 4), ('資料', 4), ('顏寬恒', 4), ('新聞', 4), ('民眾', 4), ('水利署', 4), ('單位', 4), ('機制', 4), ('生活', 4), ('醫師', 4), ('教育部', 4), ('輕症', 4), ('中心', 4), ('規範', 4), ('政黨', 3), ('中二', 3), ('立委', 3), ('國民黨', 3), ('畫面', 3), ('媽祖', 3), ('宮廟界', 3), ('主席', 3), ('宋楚瑜', 3), ('朝天宮', 3), ('蔡咏鍀', 3), ('標董', 3), ('河川局', 3), ('考核', 3), ('河面', 3), ('作業', 3), ('現場', 3), ('司法院', 3), ('規定', 3), ('被害人', 3), ('行為', 3), ('大學', 3), ('學系', 3), ('指揮', 3), ('甄試', 3), ('國外', 3), ('天數', 3), ('疫苗', 3), ('黑派', 2), ('藍營', 2), ('台中', 2), ('媒體', 2), ('政壇', 2), ('第一線', 2), ('董監事', 2), ('手稿', 2), ('綠營', 2), ('宗教界', 2), ('時間', 2), ('親民黨', 2), ('蔡英文', 2), ('北港', 2), ('記者會', 2), ('垃圾包', 2), ('塑膠類', 2), ('產品', 2), ('海洋', 2), ('農委會', 2), ('農田', 2), ('管理處', 2), ('次數', 2), ('部會', 2), ('計畫', 2), ('內容', 2), ('攔污索', 2), ('設備', 2), ('我國', 2), ('陽塞爆', 2), ('病患', 2), ('保單', 2), ('準備金', 2), ('水位', 2), ('說明會', 2), ('法官', 2), ('事件', 2), ('事項', 2), ('新制', 2), ('警察', 2), ('必要', 2), ('意見', 2), ('書審', 2), ('醫學系', 2), ('牙醫系', 2), ('中醫系', 2), ('能量', 2), ('學校', 2), ('試場', 2), ('作法', 2), ('專線', 2), ('指示', 2), ('口罩', 2), ('旅遊史', 2), ('接觸史', 2), ('學年', 2), ('原則', 2), ('快篩', 2), ('做法', 2), ('個案', 2), ('風險', 2), ('資源', 2), ('人員', 2), ('行政', 2), ('台中市', 1), ('大老', 1), ('預警', 1), ('執政權', 1), ('變數', 1), ('友人', 1), ('神情', 1), ('取捨', 1), ('顏家', 1), ('勢力', 1), ('政治圈', 1), ('市長', 1), ('盧秀燕', 1), ('議員', 1), ('選情', 1), ('女兒', 1), ('副議長', 1), ('顏莉敏', 1), ('服務處', 1), ('幕僚', 1), ('說法', 1), ('信徒', 1), ('代表', 1), ('大會', 1), ('高票', 1), ('事務', 1), ('親人', 1), ('鄉親', 1), ('政治性', 1), ('震撼彈', 1), ('原因', 1), ('元氣', 1), ('台灣', 1), ('聯誼會', 1), ('榮譽', 1), ('會長', 1), ('傳聞', 1), ('機會', 1), ('熱度', 1), ('人士', 1), ('朱立倫', 1), ('態度', 1), ('朋友', 1), ('記者', 1), ('顏幸如', 1), ('黨籍', 1), ('身份', 1), ('兒子', 1), ('初生之犢', 1), ('駕日', 1), ('神龕', 1), ('台中市政府', 1), ('老友', 1), ('時刻', 1), ('老朋友', 1), ('程度', 1), ('笑聲', 1), ('氣氛', 1), ('人物', 1), ('廟界', 1), ('義氣', 1), ('眉頭', 1), ('花籃', 1), ('對象', 1)]"
即時,"[('華視', 7), ('安打', 7), ('泰迪', 6), ('林威助', 5), ('兄弟', 4), ('黃鈞聲', 4), ('富邦', 4), ('中職', 4), ('影片', 4), ('司法', 4), ('台電', 4), ('小組', 3), ('鬥志', 3), ('臉書', 3), ('男子', 3), ('嬰兒', 3), ('警方', 3), ('男嬰', 3), ('蘆洲', 3), ('地區', 3), ('環河北路', 3), ('新聞', 2), ('文化部', 2), ('流程', 2), ('機制', 2), ('問題', 2), ('事件', 2), ('中信', 2), ('投手', 2), ('陳仕朋', 2), ('二壘', 2), ('球隊', 2), ('總教練', 2), ('時間', 2), ('日職', 2), ('棒球', 2), ('柳田悠岐', 2), ('山本由伸', 2), ('球員', 2), ('台南', 2), ('虐嬰', 2), ('生命', 2), ('兒子', 2), ('程序', 2), ('社會局', 2), ('孩子', 2), ('傷害', 2), ('台南市', 2), ('民眾', 2), ('新北市', 2), ('三重區', 2), ('預警', 2), ('三重', 2), ('集賢路', 2), ('永安北路', 2), ('仁義街', 2), ('二段', 2), ('總統', 1), ('蔡英文', 1), ('蔡EE', 1), ('國家', 1), ('通訊', 1), ('委員會', 1), ('整體', 1), ('實體', 1), ('圖卡', 1), ('作業', 1), ('資安', 1), ('癥結', 1), ('捕手', 1), ('任務', 1), ('教練團', 1), ('打數', 1), ('打點', 1), ('賽前', 1), ('打擊率', 1), ('上壘率', 1), ('王威晨', 1), ('杜家明', 1), ('機會', 1), ('專注度', 1), ('主帥', 1), ('洋砲福來喜', 1), ('價值', 1), ('洋投', 1), ('好投', 1), ('教練', 1), ('佛斯特', 1), ('投球數', 1), ('下場', 1), ('紀錄', 1), ('丘總', 1), ('哲學', 1), ('網友', 1), ('社團', 1), ('新營人', 1), ('赤膊', 1), ('拳頭', 1), ('毛巾', 1), ('腹部', 1), ('意思', 1), ('手指', 1), ('腳底板', 1), ('父親', 1), ('法院', 1), ('犯嫌', 1), ('謝姓', 1), ('案母', 1), ('外祖母', 1), ('留言', 1), ('新營區', 1), ('民宅', 1), ('胸部', 1), ('瘀青', 1), ('男童', 1), ('阿嬤', 1), ('小孩子', 1), ('狀況', 1), ('po文', 1), ('機關', 1), ('臺南', 1), ('市長', 1), ('黃偉哲', 1), ('警局長', 1), ('方仰寧', 1), ('家庭', 1), ('暴力', 1), ('刑法', 1), ('虐童', 1), ('謝嫌', 1), ('地檢署', 1), ('新營', 1), ('分局', 1), ('社工', 1), ('幼女', 1), ('保護令', 1), ('祖父母', 1), ('外婆', 1), ('案件', 1), ('行為', 1), ('畫面', 1), ('議員', 1), ('李余典', 1), ('訊息', 1), ('設備', 1), ('影響', 1), ('範圍', 1), ('五華街', 1), ('溪尾街', 1), ('饋線', 1), ('蘆洲區', 1), ('復興路', 1), ('重陽街', 1), ('三段', 1), ('自強路', 1), ('五段', 1), ('通華街', 1), ('現場', 1), ('復電', 1)]"
娛樂,"[('林襄', 8), ('許藍方', 8), ('女兒', 8), ('聲音', 8), ('老婆', 7), ('導演', 7), ('音效', 6), ('陳熙鋒', 5), ('柯孟融', 5), ('桃猿', 4), ('樂天', 4), ('電影', 4), ('高偉晏', 4), ('李銘杰', 4), ('活動', 3), ('女孩', 3), ('球迷', 3), ('關鍵', 3), ('節目', 3), ('小姐', 3), ('不熙娣', 3), ('照片', 3), ('團隊', 3), ('民視', 3), ('王祖賢', 3), ('贅肉', 3), ('肚腩', 3), ('瘋傳', 3), ('網友', 3), ('評價', 3), ('寫真', 3), ('小學生', 3), ('票房', 3), ('佛母', 3), ('尖叫聲', 3), ('主場', 2), ('烤肉', 2), ('寫真書', 2), ('球隊', 2), ('林威助', 2), ('話題', 2), ('班底', 2), ('面貌', 2), ('臉書', 2), ('女人', 2), ('心情', 2), ('粉絲', 2), ('蔡沐妍', 2), ('黃金', 2), ('歲月', 2), ('月子', 2), ('中心', 2), ('小兒科', 2), ('醫生', 2), ('上半身', 2), ('尺度', 2), ('陳美鳳', 2), ('部位', 2), ('假體', 2), ('日本', 2), ('職業', 2), ('配音員', 2), ('電視劇', 2), ('死庫水', 2), ('模樣', 2), ('合集', 2), ('角色', 2), ('配樂', 2), ('鄭偉柏', 2), ('頭巾', 2), ('孕婦', 2), ('過程', 2), ('時間', 2), ('咖啡', 2), ('肩帶', 1), ('私服', 1), ('活力', 1), ('棒球', 1), ('美味', 1), ('門票', 1), ('餐點', 1), ('機台', 1), ('啦啦隊', 1), ('女神', 1), ('活招牌', 1), ('應援舞', 1), ('中職', 1), ('牧田和久', 1), ('保證', 1), ('潛水艇', 1), ('勇士', 1), ('嘴綠', 1), ('裁判', 1), ('雙標', 1), ('性學', 1), ('博士', 1), ('外表', 1), ('影片', 1), ('醫師', 1), ('家庭', 1), ('小三', 1), ('事件', 1), ('段落', 1), ('小S', 1), ('徐熙娣', 1), ('迴響', 1), ('近距離', 1), ('五官', 1), ('細紋', 1), ('視角', 1), ('糾察', 1), ('新照', 1), ('魚尾紋', 1), ('瀏海', 1), ('濾鏡', 1), ('必要', 1), ('年齡', 1), ('樣子', 1), ('前提', 1), ('皮膚', 1), ('情況', 1), ('音波', 1), ('電波', 1), ('雷射', 1), ('女性', 1), ('正面', 1), ('能量', 1), ('陽靖', 1), ('小孩', 1), ('家常便飯', 1), ('歐陽靖育兒', 1), ('時空', 1), ('證據', 1), ('台版', 1), ('樓梯', 1), ('側胸', 1), ('八點檔', 1), ('演員', 1), ('嫂嫂', 1), ('葉家妤', 1), ('男生', 1), ('身體', 1), ('黃疸', 1), ('指數', 1), ('人父', 1), ('子女', 1), ('罕病', 1), ('電話', 1), ('樂樂', 1), ('新生兒', 1), ('報告', 1), ('疾病', 1), ('劇組', 1), ('護理師', 1), ('太太', 1), ('狀況', 1), ('情緒', 1), ('正妹', 1), ('地方', 1), ('睡眠', 1), ('小時', 1), ('尿布', 1), ('母乳', 1), ('傳說', 1), ('石頭奶', 1), ('女荷官', 1), ('歌手', 1), ('偶像', 1), ('男友', 1), ('收入', 1), ('台幣', 1), ('單曲', 1), ('專輯', 1), ('動漫', 1), ('封面', 1), ('女郎', 1), ('大賞', 1), ('四冠王', 1), ('小學生帽', 1), ('臉蛋', 1), ('造型', 1), ('身高', 1), ('體重', 1), ('顏值', 1), ('人氣', 1), ('藝人', 1), ('身材', 1), ('結晶', 1), ('未婚夫', 1), ('下身', 1), ('江南', 1), ('大叔', 1), ('飛機', 1), ('停車場', 1), ('蘇志燮', 1), ('外星', 1), ('畫面', 1), ('現象級', 1), ('藝鏡', 1), ('恐怖片', 1)]"
新奇,"[('網友', 13), ('駕照', 9), ('火鍋', 9), ('石二鍋', 9), ('客人', 6), ('店家', 6), ('飲料', 6), ('漢堡排', 5), ('公社', 4), ('貼文', 4), ('畫面', 3), ('壓力', 3), ('台北', 3), ('汽機車', 3), ('感覺', 3), ('記者', 3), ('熱議', 3), ('套餐', 3), ('杯子', 3), ('疫情', 2), ('學校', 2), ('媽媽', 2), ('客廳', 2), ('眾人', 2), ('肉骨', 2), ('茶麵', 2), ('臉書', 2), ('社團', 2), ('二館', 2), ('背後', 2), ('網咖', 2), ('人數', 2), ('台灣', 2), ('捷運', 2), ('對象', 2), ('朋友', 2), ('台北市', 2), ('意圖', 2), ('機車', 2), ('王品', 2), ('旗下', 2), ('選擇', 2), ('天氣', 2), ('需求', 2), ('時間', 2), ('日本', 2), ('福岡縣', 2), ('專賣店', 2), ('電視台', 2), ('東合川店', 2), ('配料', 2), ('早餐店', 2), ('溫度', 2), ('紅茶', 2), ('封膜', 2), ('要求', 2), ('保溫杯', 2), ('遠端', 1), ('房間', 1), ('睡衣', 1), ('孩子', 1), ('關係', 1), ('視訊', 1), ('大兒子', 1), ('高三', 1), ('國二', 1), ('國小', 1), ('弟弟', 1), ('妹妹', 1), ('綠茶', 1), ('寶寶', 1), ('套裝', 1), ('櫃檯', 1), ('小姐', 1), ('牛肉', 1), ('泡麵', 1), ('遊戲房', 1), ('電腦', 1), ('空間', 1), ('居家', 1), ('交通', 1), ('公車', 1), ('地方', 1), ('友人', 1), ('南港區', 1), ('房產', 1), ('房子', 1), ('北市', 1), ('鄉下', 1), ('生活', 1), ('留言', 1), ('汽車', 1), ('時候', 1), ('技能', 1), ('離島', 1), ('用場', 1), ('能力', 1), ('家庭', 1), ('重點', 1), ('女生', 1), ('父母輩', 1), ('收入', 1), ('水準', 1), ('麻煩', 1), ('餐飲', 1), ('龍頭', 1), ('集團', 1), ('品牌', 1), ('類型', 1), ('牛排', 1), ('鐵板燒', 1), ('費者', 1), ('老饕', 1), ('胃口', 1), ('上述', 1), ('抉擇', 1), ('看法', 1), ('附近', 1), ('話題', 1), ('郭佩蓉', 1), ('秒選', 1), ('滷味', 1), ('冬瓜', 1), ('冰沙', 1), ('生意', 1), ('常客', 1), ('時段', 1), ('餐廳', 1), ('食物', 1), ('美味', 1), ('程度', 1), ('媒體', 1), ('漢堡', 1), ('當地', 1), ('現場', 1), ('餐點', 1), ('白飯', 1), ('味噌湯', 1), ('節目', 1), ('店長', 1), ('成就', 1), ('停車場', 1), ('馬鈴薯', 1), ('主播', 1), ('速度', 1), ('烏龍', 1), ('麵店', 1), ('拉麵店', 1), ('點餐', 1), ('細節', 1), ('數量', 1), ('材料', 1), ('口味', 1), ('廚師', 1), ('醬汁', 1), ('美食', 1), ('文化', 1), ('夜市', 1), ('類別', 1), ('民眾', 1), ('訂單', 1), ('PO', 1), ('網路', 1), ('早餐', 1), ('冰塊', 1), ('選項', 1), ('經驗', 1), ('員工', 1), ('紙杯', 1), ('塑化劑', 1), ('問題', 1), ('餐飲業', 1), ('顧客', 1), ('標準', 1)]"
生活,"[('美元', 12), ('店員', 8), ('謝金河', 8), ('台電', 6), ('網友', 6), ('美國', 6), ('指數', 6), ('松鼠', 5), ('影片', 5), ('經濟', 5), ('日圓', 5), ('中國', 5), ('預警', 4), ('楊澤祖', 4), ('女方', 4), ('變化', 4), ('日本', 4), ('蘆洲', 3), ('地區', 3), ('臉書', 3), ('環河北路', 3), ('饋線', 3), ('現場', 3), ('全聯', 3), ('商品', 3), ('楊男', 3), ('強勢', 3), ('世界', 3), ('資金', 3), ('高點', 3), ('新北市', 2), ('三重區', 2), ('三重', 2), ('影響', 2), ('集賢路', 2), ('永安北路', 2), ('仁義街', 2), ('民眾', 2), ('二段', 2), ('貼文', 2), ('香腸', 2), ('行為', 2), ('台南', 2), ('安定區', 2), ('線路', 2), ('用戶', 2), ('性愛', 2), ('地院', 2), ('少年', 2), ('被害人', 2), ('財信', 2), ('傳媒', 2), ('董事長', 2), ('畫面', 1), ('議員', 1), ('李余典', 1), ('訊息', 1), ('設備', 1), ('範圍', 1), ('五華街', 1), ('溪尾街', 1), ('蘆洲區', 1), ('復興路', 1), ('重陽街', 1), ('三段', 1), ('自強路', 1), ('五段', 1), ('通華街', 1), ('復電', 1), ('超市', 1), ('福利', 1), ('中心', 1), ('贈禮', 1), ('活動', 1), ('聖地', 1), ('食品', 1), ('時段', 1), ('規則', 1), ('熱議', 1), ('社團', 1), ('消費', 1), ('經驗', 1), ('老實', 1), ('情況', 1), ('降價標', 1), ('價碼', 1), ('手上', 1), ('標籤', 1), ('示意圖', 1), ('客訴', 1), ('政策', 1), ('建議', 1), ('奧客', 1), ('感覺', 1), ('冷藏櫃', 1), ('標示', 1), ('顧客', 1), ('警語', 1), ('小時', 1), ('原因', 1), ('焦屍照', 1), ('證明', 1), ('中沙里', 1), ('豐華里', 1), ('工業區', 1), ('高壓電', 1), ('工程', 1), ('人員', 1), ('焦屍', 1), ('台北市', 1), ('前議員', 1), ('楊實秋', 1), ('兒子', 1), ('高中', 1), ('女生', 1), ('台北', 1), ('法官', 1), ('電子', 1), ('訊號', 1), ('有期徒刑', 1), ('2018年', 1), ('軟體', 1), ('高中生', 1), ('禁果', 1), ('手機', 1), ('雲端', 1), ('兒童', 1), ('條例', 1), ('身心', 1), ('兩性', 1), ('年紀', 1), ('過錯', 1), ('通膨', 1), ('聯準會', 1), ('鷹派', 1), ('立場', 1), ('新高', 1), ('大事', 1), ('體質', 1), ('經濟體', 1), ('傷害', 1), ('全球', 1), ('集團', 1), ('記者', 1), ('顏真真', 1), ('匯率', 1), ('歷史', 1), ('廣場', 1), ('恊議', 1), ('道路', 1), ('日經', 1), ('關鍵', 1), ('轉折', 1), ('貨幣', 1), ('最高點', 1), ('油價', 1), ('威力', 1), ('金融', 1), ('海嘯', 1), ('韓元', 1), ('新台幣', 1), ('競爭力', 1), ('時機', 1), ('風險', 1), ('何處', 1), ('衝擊', 1), ('美債', 1), ('殖利率', 1), ('製造業', 1), ('房地產', 1), ('泡沫', 1), ('危機', 1), ('考驗', 1), ('陷阱', 1)]"
財經,"[('台股', 24), ('跌幅', 13), ('指數', 10), ('美股', 9), ('新台幣', 9), ('早盤', 9), ('美元', 8), ('美國', 7), ('聯準會', 7), ('阿里巴巴', 7), ('頭獎', 7), ('基金', 6), ('馬某', 6), ('馬雲', 6), ('定額', 5), ('外資', 5), ('國家', 5), ('報酬', 4), ('高點', 4), ('香港', 4), ('股價', 4), ('央視', 4), ('刮刮樂', 4), ('遊戲', 4), ('金融股', 3), ('終場', 3), ('半導體', 3), ('電子股', 3), ('大盤', 3), ('類股', 3), ('台積電', 3), ('讀者', 3), ('利多', 3), ('消息', 3), ('行情', 3), ('資金', 3), ('名家', 3), ('論壇', 3), ('中國', 3), ('杭州市', 3), ('刑事', 3), ('措施', 3), ('馬某某', 3), ('金好中', 3), ('道瓊', 2), ('工業', 2), ('那斯達克', 2), ('費城', 2), ('國庫券', 2), ('殖利率', 2), ('賣壓', 2), ('航運', 2), ('個股', 2), ('法人', 2), ('機會', 2), ('問題', 2), ('方式', 2), ('時機', 2), ('通膨', 2), ('股市', 2), ('績效', 2), ('狀況', 2), ('風險', 2), ('單筆', 2), ('作者', 2), ('盧燕俐', 2), ('財經', 2), ('官媒', 2), ('安全局', 2), ('聯想', 2), ('報導', 2), ('民眾', 2), ('台灣', 2), ('彩券', 2), ('公司', 2), ('金鑽', 2), ('獎項', 2), ('農曆', 2), ('售價', 2), ('中獎率', 2), ('票面', 2), ('玩法', 2), ('符號', 2), ('消費者', 2), ('價位', 2), ('電子翻黑', 1), ('金額', 1), ('台積電跌1.3%', 1), ('年期', 1), ('標普', 1), ('500', 1), ('跌勢', 1), ('網路', 1), ('傳產股', 1), ('電器', 1), ('電纜', 1), ('水泥', 1), ('油電氣', 1), ('燃氣', 1), ('造紙', 1), ('貿易', 1), ('百貨', 1), ('電機', 1), ('機械', 1), ('塑膠', 1), ('表現', 1), ('聯發科', 1), ('聯電', 1), ('大立光', 1), ('台達電', 1), ('華碩', 1), ('日月光', 1), ('國巨', 1), ('鴻海', 1), ('航運股', 1), ('長榮', 1), ('陽明', 1), ('萬海', 1), ('平盤', 1), ('長榮航', 1), ('華航', 1), ('價值', 1), ('新鮮人', 1), ('苦水', 1), ('專家', 1), ('長期', 1), ('主動型', 1), ('冠軍', 1), ('標的', 1), ('長線', 1), ('循環財', 1), ('團隊', 1), ('0050', 1), ('時間點', 1), ('低點', 1), ('重點', 1), ('耐心', 1), ('紀律', 1), ('拙作', 1), ('獲利', 1), ('曲線', 1), ('學問', 1), ('變數', 1), ('主席', 1), ('鮑爾', 1), ('規模', 1), ('全球', 1), ('中小型', 1), ('壓力', 1), ('投信', 1), ('契機', 1), ('總統', 1), ('大選', 1), ('選舉', 1), ('題材', 1), ('單位數', 1), ('扣款', 1), ('虧損', 1), ('信心', 1), ('對帳單', 1), ('內心', 1), ('關鍵', 1), ('商品', 1), ('能力', 1), ('範圍', 1), ('股票', 1), ('本益比', 1), ('投資人', 1), ('緊發條', 1), ('震盪期', 1), ('媒體', 1), ('企業', 1), ('顧問', 1), ('意見', 1), ('今日', 1), ('新聞', 1), ('立場', 1), ('廣場', 1), ('姓名', 1), ('電話', 1), ('文章', 1), ('陳冲', 1), ('命運', 1), ('網銀', 1), ('銀行', 1), ('徐佳馨', 1), ('九天玄女', 1), ('房價', 1), ('創辦人', 1), ('網絡', 1), ('活動', 1), ('人員', 1), ('眾人', 1), ('可能', 1), ('螞蟻', 1), ('金服', 1), ('中共', 1), ('當局', 1), ('網友', 1), ('大陸', 1)]"
專題,"[('台灣', 32), ('女優', 26), ('A片', 26), ('產業', 23), ('經紀人', 15), ('男優', 15), ('導演', 14), ('鄧佳華', 13), ('日本', 13), ('公司', 9), ('作品', 9), ('行業', 8), ('演員', 8), ('成人', 7), ('收入', 6), ('疫情', 6), ('廣告', 6), ('系列', 5), ('片商', 5), ('流量', 5), ('男生', 5), ('盜版', 5), ('朋友', 5), ('華根初上', 5), ('阿嘉', 5), ('話題', 5), ('團隊', 5), ('女生', 4), ('男女', 4), ('資金', 4), ('社會', 4), ('新聞', 4), ('題材', 4), ('影片', 4), ('片子', 4), ('機會', 4), ('華語', 4), ('市場', 4), ('孟若羽', 3), ('片量', 3), ('問題', 3), ('工作', 3), ('職業', 3), ('狀況', 3), ('旗下', 3), ('中國', 3), ('宅男', 3), ('風氣', 3), ('網紅', 3), ('圤智雨', 3), ('成員', 3), ('暴力', 3), ('競爭', 3), ('行銷', 3), ('製片', 3), ('金主', 3), ('男性', 3), ('比例', 3), ('政府', 3), ('國外', 3), ('劍浣', 3), ('藝術', 2), ('演藝圈', 2), ('生涯', 2), ('時候', 2), ('平台', 2), ('影評人', 2), ('創始人', 2), ('單位', 2), ('黑暗面', 2), ('片場', 2), ('客人', 2), ('環境', 2), ('能力', 2), ('經濟', 2), ('華根', 2), ('圈18', 2), ('觀眾', 2), ('今日', 2), ('廠商', 2), ('歌手', 2), ('心理', 2), ('情色', 2), ('燈光', 2), ('案子', 2), ('前景', 2), ('團體', 2), ('色情', 2), ('熱情', 2), ('大亨', 2), ('圈13', 2), ('空檔', 2), ('尻槍', 2), ('無良', 2), ('勞團', 2), ('組工會', 2), ('爭議', 2), ('影視', 2), ('時間', 2), ('成本', 2), ('收益', 2), ('法規', 2), ('劇情', 2), ('影集', 2), ('全球', 2), ('管道', 2), ('東西', 2), ('老婆', 2), ('需求', 2), ('小時', 2), ('世界', 2), ('規則', 2), ('國家', 2), ('觀念', 2), ('歐美', 2), ('粉絲', 2), ('無碼片', 2), ('楊丞琳', 1), ('封號', 1), ('事件', 1), ('知名度', 1), ('好友', 1), ('苡若', 1), ('金寶娜', 1), ('藝人', 1), ('合約', 1), ('糾紛', 1), ('紛爭', 1), ('工作量', 1), ('消息', 1), ('落差', 1), ('答案', 1), ('跑道', 1), ('愛旺', 1), ('直播主', 1), ('原因', 1), ('體態', 1), ('演技', 1), ('劍浣春秋', 1), ('大國', 1), ('圈內', 1), ('男優女優', 1), ('盲點', 1), ('衝突', 1), ('信任感', 1), ('律師', 1), ('價碼', 1), ('馬賽克', 1), ('人員', 1), ('酒精', 1), ('行為', 1), ('態度', 1), ('感情', 1), ('飯局', 1), ('私生活', 1), ('困擾', 1), ('本事', 1), ('圈25', 1), ('圈20', 1), ('科技', 1), ('收視', 1), ('習慣', 1), ('生態', 1), ('期間', 1), ('推手', 1), ('女神', 1), ('阿喜', 1), ('林育品', 1), ('教主', 1), ('雪碧', 1), ('方祺媛', 1), ('魚販', 1), ('阿澎', 1), ('劉心語', 1), ('横綱凱咪', 1), ('外國', 1), ('客戶', 1), ('片酬', 1), ('新銳', 1), ('化名', 1), ('記者', 1), ('技術', 1), ('效果', 1), ('成品', 1), ('夢想', 1), ('國中', 1), ('正職', 1), ('強尼', 1), ('目標', 1), ('影業', 1), ('圈26', 1), ('媒體', 1), ('版面', 1), ('熱潮', 1), ('策略', 1), ('AV', 1), ('成績', 1), ('票房', 1), ('現象', 1), ('記者會', 1)]"
